date,price
26/8/2002,41.632301
27/8/2002,40.738899
28/8/2002,40.0242
29/8/2002,39.845501
30/8/2002,39.845501
2/9/2002,39.309502
3/9/2002,39.488201
4/9/2002,40.2029
5/9/2002,39.488201
6/9/2002,39.666901
9/9/2002,39.488201
10/9/2002,40.0242
11/9/2002,39.845501
12/9/2002,39.845501
13/9/2002,38.773499
16/9/2002,37.701401
17/9/2002,38.4161
18/9/2002,37.522701
19/9/2002,37.165298
20/9/2002,36.2719
23/9/2002,35.664398
24/9/2002,35.2356
25/9/2002,35.307098
26/9/2002,36.807999
27/9/2002,36.807999
30/9/2002,35.2356
1/10/2002,35.2356
2/10/2002,34.878201
3/10/2002,33.448799
4/10/2002,33.448799
7/10/2002,33.0914
8/10/2002,33.02
9/10/2002,33.520302
10/10/2002,32.4482
11/10/2002,32.948502
14/10/2002,32.948502
15/10/2002,35.307098
16/10/2002,35.307098
17/10/2002,36.2719
18/10/2002,37.165298
21/10/2002,36.629299
22/10/2002,36.986698
23/10/2002,38.058701
24/10/2002,38.4161
25/10/2002,38.4161
28/10/2002,39.488201
29/10/2002,38.058701
30/10/2002,37.165298
31/10/2002,36.986698
1/11/2002,36.986698
4/11/2002,38.952099
5/11/2002,38.2374
6/11/2002,38.058701
7/11/2002,38.594799
8/11/2002,38.4161
11/11/2002,37.522701
12/11/2002,36.986698
13/11/2002,37.522701
14/11/2002,38.594799
15/11/2002,39.666901
18/11/2002,39.488201
19/11/2002,39.666901
20/11/2002,39.845501
21/11/2002,40.0242
22/11/2002,40.5602
25/11/2002,40.738899
26/11/2002,40.381599
27/11/2002,39.666901
28/11/2002,41.275002
29/11/2002,40.917599
2/12/2002,40.917599
3/12/2002,41.096298
4/12/2002,40.0242
5/12/2002,40.0242
6/12/2002,39.845501
9/12/2002,39.130798
10/12/2002,38.773499
11/12/2002,38.4161
12/12/2002,38.2374
13/12/2002,37.701401
16/12/2002,37.8801
17/12/2002,38.2374
18/12/2002,36.986698
19/12/2002,37.344002
20/12/2002,37.344002
23/12/2002,37.344002
24/12/2002,37.165298
25/12/2002,37.165298
26/12/2002,37.165298
27/12/2002,36.0933
30/12/2002,35.592999
31/12/2002,36.2719
1/1/2003,36.2719
2/1/2003,36.0933
3/1/2003,37.522701
6/1/2003,37.701401
7/1/2003,37.522701
8/1/2003,37.701401
9/1/2003,37.701401
10/1/2003,37.8801
13/1/2003,38.2374
14/1/2003,38.2374
15/1/2003,38.594799
16/1/2003,37.522701
17/1/2003,36.629299
20/1/2003,36.0933
21/1/2003,36.2719
22/1/2003,36.807999
23/1/2003,37.165298
24/1/2003,36.807999
27/1/2003,36.0933
28/1/2003,36.4506
29/1/2003,36.0933
30/1/2003,36.4506
31/1/2003,36.4506
3/2/2003,36.4506
4/2/2003,35.9146
5/2/2003,35.2356
6/2/2003,34.878201
7/2/2003,34.235001
10/2/2003,34.878201
11/2/2003,34.878201
12/2/2003,35.9146
13/2/2003,35.021198
14/2/2003,34.878201
17/2/2003,36.0933
18/2/2003,36.4506
19/2/2003,36.986698
20/2/2003,36.4506
21/2/2003,35.735901
24/2/2003,35.5215
25/2/2003,34.5924
26/2/2003,34.5924
27/2/2003,35.092701
28/2/2003,35.021198
3/3/2003,35.592999
4/3/2003,34.878201
5/3/2003,34.663799
6/3/2003,33.9491
7/3/2003,33.3773
10/3/2003,32.1623
11/3/2003,31.5905
12/3/2003,31.7335
13/3/2003,31.2332
14/3/2003,31.947901
17/3/2003,31.3046
18/3/2003,32.090801
19/3/2003,34.020599
20/3/2003,34.235001
21/3/2003,33.6632
24/3/2003,32.948502
25/3/2003,32.805599
26/3/2003,32.662601
27/3/2003,31.947901
28/3/2003,31.947901
31/3/2003,30.8043
1/4/2003,31.018801
2/4/2003,31.2332
3/4/2003,30.589899
4/4/2003,31.5191
7/4/2003,32.233799
8/4/2003,31.7335
9/4/2003,30.447001
10/4/2003,30.1611
11/4/2003,30.0896
14/4/2003,29.374901
15/4/2003,29.946699
16/4/2003,30.0182
17/4/2003,29.5179
18/4/2003,29.5179
21/4/2003,29.5179
22/4/2003,29.5893
23/4/2003,29.089001
24/4/2003,28.9461
